15:12:27.362 [main] INFO  c.d.c.c.CourseControllerIntegrationTests - No active profile set, falling back to 1 default profile: "default"
15:12:38.629 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
15:12:38.893 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 194 ms. Found 2 JPA repository interfaces.
15:13:07.701 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
15:13:10.284 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection conn0: url=jdbc:h2:mem:testdb user=SA
15:13:10.292 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
15:13:11.513 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
15:13:12.230 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.4.1.Final
15:13:12.881 [main] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
15:13:14.846 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
15:13:23.899 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
15:13:24.038 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
15:13:30.837 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
15:13:43.336 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
15:13:43.340 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
15:13:43.420 [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint(s) beneath base path '/actuator'
15:13:43.530 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 188 ms
15:13:43.885 [main] INFO  c.d.c.c.CourseControllerIntegrationTests - Started CourseControllerIntegrationTests in 79.521 seconds (process running for 99.738)
15:13:48.816 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
15:13:48.834 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
15:13:48.847 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
15:13:48.886 [main] INFO  o.s.b.d.r.RestartApplicationListener - Restart disabled due to context in which it is running
15:13:49.194 [main] INFO  c.d.c.c.CourseControllerIntegrationTests - Starting CourseControllerIntegrationTests using Java 20.0.2 with PID 14300 (started by dkmods in C:\Users\dkmods\Intellji-Workspace\demo)
15:13:49.197 [main] INFO  c.d.c.c.CourseControllerIntegrationTests - No active profile set, falling back to 1 default profile: "default"
15:13:51.262 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
15:13:51.334 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 71 ms. Found 2 JPA repository interfaces.
15:13:52.177 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-2 - Starting...
15:13:52.192 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-2 - Added connection conn10: url=jdbc:h2:mem:testdb user=SA
15:13:52.199 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-2 - Start completed.
15:13:52.206 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
15:13:52.216 [main] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
15:13:52.233 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
15:13:52.537 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
15:13:52.572 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
15:13:54.323 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
15:13:57.820 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
15:13:57.821 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
15:13:57.837 [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint(s) beneath base path '/actuator'
15:13:57.871 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 50 ms
15:13:57.940 [main] INFO  c.d.c.c.CourseControllerIntegrationTests - Started CourseControllerIntegrationTests in 9.054 seconds (process running for 113.794)
15:13:59.517 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
15:13:59.524 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-2 - Shutdown initiated...
15:13:59.535 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-2 - Shutdown completed.
15:13:59.548 [main] INFO  o.s.b.d.r.RestartApplicationListener - Restart disabled due to context in which it is running
15:13:59.730 [main] INFO  c.d.c.c.CourseControllerIntegrationTests - Starting CourseControllerIntegrationTests using Java 20.0.2 with PID 14300 (started by dkmods in C:\Users\dkmods\Intellji-Workspace\demo)
15:13:59.734 [main] INFO  c.d.c.c.CourseControllerIntegrationTests - No active profile set, falling back to 1 default profile: "default"
15:14:01.115 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
15:14:01.145 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 28 ms. Found 2 JPA repository interfaces.
15:14:01.518 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-3 - Starting...
15:14:02.688 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-3 - Added connection conn20: url=jdbc:h2:mem:testdb user=SA
15:14:02.689 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-3 - Start completed.
15:14:02.693 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
15:14:02.708 [main] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
15:14:02.904 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
15:14:03.163 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
15:14:03.189 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
15:14:04.104 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
15:14:06.197 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
15:14:06.198 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
15:14:06.213 [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint(s) beneath base path '/actuator'
15:14:06.246 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 47 ms
15:14:06.310 [main] INFO  c.d.c.c.CourseControllerIntegrationTests - Started CourseControllerIntegrationTests in 6.762 seconds (process running for 122.164)
15:14:06.477 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
15:14:06.493 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-3 - Shutdown initiated...
15:14:06.499 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-3 - Shutdown completed.
15:14:06.513 [main] INFO  o.s.b.d.r.RestartApplicationListener - Restart disabled due to context in which it is running
15:14:06.670 [main] INFO  c.d.c.c.CourseControllerIntegrationTests - Starting CourseControllerIntegrationTests using Java 20.0.2 with PID 14300 (started by dkmods in C:\Users\dkmods\Intellji-Workspace\demo)
15:14:06.671 [main] INFO  c.d.c.c.CourseControllerIntegrationTests - No active profile set, falling back to 1 default profile: "default"
15:14:07.556 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
15:14:07.600 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 42 ms. Found 2 JPA repository interfaces.
15:14:07.987 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-4 - Starting...
15:14:07.996 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-4 - Added connection conn30: url=jdbc:h2:mem:testdb user=SA
